% world_population.dat, v1.0 May 2000
% 
% This file is part of AZ_PROJ (C) Joseph Mack 2000
% The data here is from 
% 1.  the United Nations Statistics Division and is (C) 1998 United Nations.
% 	the data was obtained from http://www.un.org/Depts/unsd/demog/ctry.htm
%	this contains data to 100k (about 3400 cities)
% 2. The US Census Beaureau
%	http://ftp.census.gov/geo/www/gazetter/places.html file=places.zip
%       this contains all towns in the US (about 7000) population down to about 1000 people
%
% Thanks to Dana Hoggatt kb9sss@arrl.net for telling me about this population data 
% and for his awk script to parse the US Census population file.
%
% The az_proj code plots the population centers using the format of 
% http://www.un.org/Depts/unsd/demog/nam_dyc.htm.
% Most data is from 1990 or thereabouts (some data from less developed 
% countries is from the early '70s).
% The UN data contained a "city population" and an "urban agglomeration population" field.
% Presumably the urban agglomeration is what we're after here.
% Presumably the city population, when it's very much smaller, 
% is an administrative subset of the urban population.
% Usually only one field was filled and when both were filled, 
% the urban agglomeration, was larger than the city population.
% To make life simpler for the az_proj parser, only the urban agglomeration is read.
% If the urban agglomeration field was empty in the UN data, 
% it has been filled here with the city population. 
% The original data was sorted by country and then by city name alphabetically.
% Here it is sorted by decreasing population, 
% so that overlapping towns will show symbols for all towns.
% The UN data then shows Chicago as the urban agglomeration, 
% while the US sensus data shows Chicago as a cluster of suburbs. 
% You'll see both plotted.
%
% data format for this file
% population_center:name:city population:urban agglomeration population:lat:lon:scaling factor for font size:comment
%
% so far there hasn't been much use for the scaling factor 
% (you could use it to make your town the biggest word on the map)
%
% I did not use the "city" format for this data, as the city format lacks a population field.
% I didn't change the city format as I didn't want to break any old code.
%
% AZ_PROJ is released under the Gnu Public License (GPL) for non-commercial use.
%
% This file is distributed in the hope that it will be useful, but 
% WITHOUT ANY WARRANTY; without even  the implied warranty of MERCHANTABILITY
% or FITNESS FOR A PARTICULAR PURPOSE.
% See the GNU General Public License for more details.
%
% You should have received a copy of the GNU General Public License
% along with these wdb files;,see the file COPYING for details.
% If not, write to the Free Software Foundation,
% 675 Mass Ave, Cambridge, MA 02139, USA.
%--------------------------------------
legend:population:Urban Population:10000000,5000000,2000000,1000000,500000,200000,100000,50000,20000,10000,5000,2000,1000:comment
population_center:ABU DHABI:242975:242975:24.47:54.42:1:comment ignored by AZ_PROJ
population_center:ACCRA:564194:738498:5.55:-0.25:1:comment ignored by AZ_PROJ
population_center:ADAMSTOWN:53:53:-25.07:-130.08:1:comment ignored by AZ_PROJ
population_center:ADDIS ABABA:2316400:2316400:9.05:38.70:1:comment ignored by AZ_PROJ
population_center:AGANA:1139:1139:13.47:144.75:1:comment ignored by AZ_PROJ
population_center:ALGER:1523000:1740461:36.75:3.00:1:comment ignored by AZ_PROJ
population_center:ALMATY:1176000:1198000:43.32:76.92:1:comment ignored by AZ_PROJ
population_center:AMMAN:965000:965000:31.95:35.63:1:comment ignored by AZ_PROJ
population_center:AMSTERDAM:723163:1100764:52.35:4.90:1:comment ignored by AZ_PROJ
population_center:ANDORRA LA VELLA:16151:16151:42.50:1.50:1:comment ignored by AZ_PROJ
population_center:ANKARA:2782200:3103000:39.92:32.83:1:comment ignored by AZ_PROJ
population_center:ANTANANARIVO:347466:377600:-18.87:47.50:1:comment ignored by AZ_PROJ
population_center:APIA::32099:-13.94:-171.75:1:comment ignored by AZ_PROJ
population_center:ASHKHABAD:407000:407000:37.97:58.40:1:comment ignored by AZ_PROJ
population_center:ASMARA:358100:358100:15.33:38.97:1:comment ignored by AZ_PROJ
population_center:ASUNCION:454881:718690:-25.25:-57.67:1:comment ignored by AZ_PROJ
population_center:ATHINAI:772072:3072922:38.00:23.73:1:comment ignored by AZ_PROJ
population_center:Aachen:247113:247113:50.77:6.10:1:comment ignored by AZ_PROJ
population_center:Aba:177000:177000:5.10:7.35:1:comment ignored by AZ_PROJ
population_center:Abaeteluba:100016:100016:-1.75:-48.90:1:comment ignored by AZ_PROJ
population_center:Abakan:158954:158954:53.72:91.42:1:comment ignored by AZ_PROJ
population_center:Abbeville::11187:29.974206:-92.123607:1:LA 00100 city
population_center:Abbeville::5778:34.179567:-82.378232:1:SC 00100 city
population_center:Abeokuta:253000:253000:7.17:3.43:1:comment ignored by AZ_PROJ
population_center:Aberdeen Proving Ground::5267:39.472467:-76.129966:1:MD 00175 CDP
population_center:Aberdeen:219090:219090:57.17:-2.08:1:comment ignored by AZ_PROJ
population_center:Aberdeen::13087:39.511708:-76.172506:1:MD 00125 town
population_center:Aberdeen::16565:46.977024:-123.808369:1:WA 00100 city
population_center:Aberdeen::24927:45.467504:-98.482401:1:SD 00100 city
population_center:Aberdeen::6837:33.828537:-88.551589:1:MS 00180 city
population_center:Abidjan:1929079:1929079:5.32:-4.02:1:comment ignored by AZ_PROJ
population_center:Abiko:124065:124065:35.87:140.00:1:comment ignored by AZ_PROJ
population_center:Abilene:110034:121904:32.37:-99.67:1:comment ignored by AZ_PROJ
population_center:Abilene::6242:38.919961:-97.221965:1:KS 00125 city
population_center:Abingdon::7003:36.708874:-81.969282:1:VA 00148 town
population_center:Abington::13817:42.117400:-70.959072:1:MA 00135 CDP
population_center:Abohar:107163:107163:30.12:74.29:1:comment ignored by AZ_PROJ
population_center:Absecon::7298:39.425200:-74.495569:1:NJ 00100 city
population_center:Acapulco:515374:515374:16.85:-99.90:1:comment ignored by AZ_PROJ
population_center:Acarigua-Araure:194800:194800:9.58:-69.20:1:comment ignored by AZ_PROJ
population_center:Accokeek::4477:38.675967:-77.016258:1:MD 00250 CDP
population_center:Achinsk:121882:123300:56.33:90.55:1:comment ignored by AZ_PROJ
population_center:Acworth::4519:34.059900:-84.675483:1:GA 00408 city
population_center:Ada::15820:34.777005:-96.660408:1:OK 00200 city
population_center:Ada::5413:40.768841:-83.823865:1:OH 00198 village
population_center:Adak Station::4633:51.842900:-176.640278:1:AK 00320 CDP
population_center:Adams::6356:42.627526:-73.119281:1:MA 00590 CDP
population_center:Adamsville::4161:33.595542:-86.957993:1:AL 00460 city
population_center:Adana:1047300:1519800:37.00:35.32:1:comment ignored by AZ_PROJ
population_center:Adapazari:171225:297759:40.75:30.38:1:comment ignored by AZ_PROJ
population_center:Addison::32058:41.930567:-88.008623:1:IL 00243 village
population_center:Addison::8783:32.961167:-96.837234:1:TX 01240 city
population_center:Adel::5093:31.136233:-83.428600:1:GA 00576 city
population_center:Adelaide:1071100:1071100:-34.93:138.60:1:comment ignored by AZ_PROJ
population_center:Adelanto::8517:34.569658:-117.436906:1:CA 00296 city
population_center:Adelphi::13524:39.001900:-76.965460:1:MD 00400 CDP
population_center:Aden::400783:12.77:45.02:1:comment ignored by AZ_PROJ
population_center:Adhamiyah:464151:464151:33.37:44.38:1:comment ignored by AZ_PROJ
population_center:Adiyaman:128000:279200:37.77:38.28:1:comment ignored by AZ_PROJ
population_center:Adjuntas::5081:18.165742:-66.724091:1:PR 00358 CDP
population_center:Ado-Ekiti:213000:213000:7.67:5.27:1:comment ignored by AZ_PROJ
population_center:Adoni:136182:136182:15.63:77.27:1:comment ignored by AZ_PROJ
population_center:Adrian::22097:41.898263:-84.043470:1:MI 00440 city
population_center:Affton::21106:38.549450:-90.328911:1:MO 00280 CDP
population_center:Afyon:102997:102997:38.75:30.55:1:comment ignored by AZ_PROJ
population_center:Agadir::137000:30.50:-9.67:1:comment ignored by AZ_PROJ
population_center:Agartala:157358:157358:23.82:91.25:1:comment ignored by AZ_PROJ
population_center:Ageo:206368:206368:35.97:139.60:1:comment ignored by AZ_PROJ
population_center:Agoura Hills::20390:34.151019:-118.759800:1:CA 00394 city
population_center:Agra:891790:948063:27.15:78.00:1:comment ignored by AZ_PROJ
population_center:Aguada::4608:18.382156:-67.187814:1:PR 00616 CDP
population_center:Aguadilla::155500:18.45:-67.13:1:comment ignored by AZ_PROJ
population_center:Aguas Buenas::4452:18.259409:-66.105429:1:PR 00874 CDP
population_center:Aguascalientes:455234:455234:21.85:-102.30:1:comment ignored by AZ_PROJ
population_center:Aguilita comunidad::4091:18.030021:-66.533550:1:PR 01089 CDP
population_center:Ahmedabad:2876710:3312216:23.00:72.67:1:comment ignored by AZ_PROJ
population_center:Ahmednagar:181339:222088:19.12:74.77:1:comment ignored by AZ_PROJ
population_center:Ahoskie::4391:36.286799:-76.985859:1:NC 00500 town
population_center:Ahuimanu::8387:21.441237:-157.836518:1:HI 00400 CDP
population_center:Ahwaz:828380:828380:31.28:48.72:1:comment ignored by AZ_PROJ
population_center:Aibonito::9978:18.141786:-66.266096:1:PR 01218 CDP
population_center:Aiea::8906:21.388450:-157.927831:1:HI 00550 CDP
population_center:Aiken::19872:33.540832:-81.728365:1:SC 00550 city
population_center:Air Force Academy::9062:38.990448:-104.860139:1:CO 00870 CDP
population_center:Airmont::7835:41.099067:-74.100424:1:NY 00408 CDP
population_center:Aix-en-Provence:123778:1230871:43.52:5.45:1:comment ignored by AZ_PROJ
population_center:Aizawl:155240:155240:23.72:92.62:1:comment ignored by AZ_PROJ
population_center:Aizuwakamatsu:120251:120251:37.50:139.97:1:comment ignored by AZ_PROJ
population_center:Ajmer:402700:402700:26.48:74.67:1:comment ignored by AZ_PROJ
population_center:Akashi:282912:282912:34.65:135.00:1:comment ignored by AZ_PROJ
